# id	file_path	transparent_color_r	g	b
[TEXTURES]
0	textures\mario.png	255	255	255
20	textures\misc.png	166	185	255
21	textures\misc-2.png	0	117	255
10	textures\enemies.png	3	26	110
30	textures\enemies-2.png	0	128	128
31	textures\enemies-3.png	0	128	128
33	textures\effect.png	176	224	248
999	textures\raccoon_3.png	255	255	255
40	textures\raccoon_4.png	255	255	255
41	textures\raccoon_5.png	255	255	255
42	textures\fireball_right.png	0	255	255
43	textures\fireball_left.png	0	255	255
50	textures\enemies_custom_2.png	255	255	255
51	textures\enemies_custom.png	255	255	255
52	textures\enemies-5.png	0	255	255
53	textures\enemies-5_1.png	0	255	255
54	textures\enemies-5_2.png	0	255	255
55	textures\enemies-5_3.png	0	255	255
56	textures\hud.png	255	0	255
57	textures\hud_background.png	255	255	255
58	textures\power_state.png	175	232	226
59	textures\end_scene_text.png	0	0	0

# ==================[SPRITES]==========================
# id	left	top	right	bottom	texture_id
[SPRITES]
# BIG MARIO
#RIGHT
#idle right
1	216	243	230	270	0
#walk right
2	255	243	271	270	0
3	295	244	311	270	0
#jump right
4	335	244	351	270	0
#falling right
5	295	244	311	270	0
#sit right
6	376	238	390	266	0
#running right
7	213	323	232	350	0
8	253	323	272	350	0
9	293	324	312	350	0
#MARIO STOP RIGHT
10	175	283	191	311	0
# hold shell right
11	331	323	345	350	0
12	356	323	371	350	0
13	381	323	396	350	0

#LEFT
#idle left
21	176	243	190	270	0
#walk left
22	95	244	111	270	0
23	135	243	151	270	0
#jump left
24	55	244	71	270	0
#falling left
25	95	244	111	270	0
#sit left
26	16	238	30	266	0
#running left
27	174	323	193	350	0
28	134	323	153	350	0
29	94	324	113	350	0
#MARIO STOP LEFT
30	215	283	231	311	0
# hold shell left
31	61	323	75	350	0
32	35	323	50	350	0
33	10	323	25	350	0

# die
999	375	209	391	225	0

# SMALL mario
#RIGHT
# idle small right
41	217	89	229	104	0
#walk right
42	256	89	271	105	0
43	256	89	271	105	0
#jump right
44	335	89	351	105	0
#running small right
45	215	169	231	185	0
46	255	169	271	185	0
#Stop right
47	216	129	230	145	0
# hold shell right
48	336	169	350	185	0
49	376	169	391	185	0
#LEFT
#idle small left
61	177	89	189	104	0
#walk right
62	135	89	150	105	0
63	135	89	150	105	0
#jump left
64	55	89	71	105	0
#running small left
65	175	169	191	185	0
66	135	169	151	185	0
#stop left
67	176	129	190	145	0
# hold shell left
68	56	169	70	185	0
69	15	169	30	185	0

#======MARIO RACCON======
#RIGHT
#idle right
81	210	443	233	471	0
#walk right
82	260	443	284	471	0
83	289	443	314	470	0
#running right
84	209	523	235	551	0
85	249	523	275	551	0
86	289	523	315	550	0
#jump right
87	331	443	354	470	0
#stop right
88	168	482	191	512	0
#fight idle right
89	236	443	259	471	0
90	348	483	371	511	0
91	8	4	38	32	999
92	383	483	406	511	0
#sitting right		
93	372	438	394	466	0
#falling and quay duoi right
94	209	603	234	631	0
95	249	603	274	631	0
#flying right
96	291	603	315	631	0
97	331	603	355	630	0
98	371	603	395	630	0
# hold shell right
99	322	523	343	551	0
100	351	523	373	551	0
101	381	523	404	551	0

#LEFT
#idle left
111	8	3	36	31	41
#walk left
112	115	443	144	471	0
113	85	443	115	470	0
#running left
114	164	523	195	551	0
115	124	523	155	551	0
116	84	523	115	550	0
#jump left
117	45	443	75	470	0
#stop left
118	208	482	231	512	0
#fight idle left	
119	8	4	38	32	999
120	348	483	371	511	0
121	236	443	259	471	0
122	383	483	406	511	0
#sitting left
123	5	438	36	466	0
#falling and quay duoi left
124	165	603	195	631	0
125	125	603	154	631	0
#flying left
126	84	603	115	631	0
127	44	603	75	630	0
128	4	603	35	630	0
# hold shell left
129	56	523	84	551	0
130	26	523	55	551	0
131	27	563	57	592	0

#====FIRE MARIO=======	
#RIGHT
#idle right
141	216	683	230	710	0
#walk right
142	255	683	271	710	0
143	295	684	311	710	0
#running right
144	213	763	232	790	0
145	253	763	272	790	0
146	293	764	312	790	0
#jump right
147	335	684	351	710	0
#stop right
148	175	723	191	751	0
#fight idle right
149	386	803	400	830	0
150	366	803	380	830	0
#sitting right	
151	376	678	390	706	0
#fight while jumping right
152	333	804	352	830	0
153	294	803	312	830	0
154	253	803	272	830	0
# hold shell right
155	331	763	345	790	0
156	356	763	371	790	0
157	380	764	396	790	0

#LEFT
#idle left
161	176	683	190	710	0
#walk left
162	135	683	151	710	0
163	95	684	111	710	0
#running left
164	174	763	193	790	0
165	134	763	153	790	0
166	94	764	113	790	0
#jump left
167	55	684	71	710	0
#stop left
168	215	723	231	751	0
#fight idle left
169	6	803	20	830	0
170	26	803	40	830	0
#sitting left
171	16	678	30	706	0
#fight while jumping left
172	54	804	73	830	0
173	94	803	112	830	0
174	134	803	153	830	0
# hold shell left
175	61	763	75	790	0
176	35	763	50	790	0
177	10	764	36	790	0

#===============WORLD MAP MARIO===========
#SMALL
181	16	9	30	25	0
182	16	49	30	65	0
#BIG
183	55	6	71	27	0
184	55	46	71	67	0
#RACOON
185	95	5	111	29	0
186	95	45	111	69	0
#FIRE
187	175	1	191	22	0
188	175	51	191	72	0

#=======WEAPON============================
#===============FIRE BALL====================
201	17	4	25	12	42
202	4	19	12	27	42
203	4	4	12	12	42
204	18	19	26	27	43

#=================ITEMS======================
#super mushroom
301	156	121	172	137	20
#super leaf
302	180	121	196	137	20
#FIRE FLOWER
303	309	121	325	137	20
#===============SUPER LEAF================
# left
304	180	123	196	137	20
# right
305	160	362	176	376	20
#===============UP MUSHROOM - NAM XANH =====
306	286	121	302	137	20
#=================LAST ITEM=================
# star
310	94	159	108	173	21
# mushroom
311	132	159	146	173	21
# flower
312	113	159	127	173	21
# eaten star
313	93	176	109	192	21
314	110	176	123	192	21
315	169	176	178	192	21
# eaten mushroom
316	131	176	147	192	21
317	151	176	164	192	21
# eaten flower
318	151	158	167	174	21
319	169	158	182	174	21

#=================COIN======================
351	228	7	242	23	21
352	245	7	257	23	21
353	258	7	268	23	21
354	271	7	283	23	21

#================EFFECT================	
#Fire ball
401	80	20	96	36	33
402	97	20	111	34	33
403	126	22	140	33	33
#bronze brick
411	27	120	35	128	33
412	47	120	55	128	33
#SCORE
421	11	223	22	231	33
422	10	232	22	240	33
423	10	241	22	249	33
424	10	250	22	258	33
425	24	223	39	231	33
426	23	232	39	240	33
427	23	241	39	249	33
428	23	250	39	258	33
#coin
451	294	101	302	115	20
452	389	101	395	115	20
453	318	101	325	115	20
454	309	101	312	115	20
#end scene text
461	8	8	135	15	59
462	8	8	155	53	59

#========================ENEMY=============================
#KOOPAS
#walk left
501	205	191	221	217	30
502	222	191	238	217	30
#walk right
503	187	191	202	217	30
504	170	191	185	217	30
#die sap
505	239	191	255	217	30
#die ngua
506	152	192	168	228	30
#rung sap
#507	74	127	90	153	52
#rung ngua
#508	46	259	62	285	54
#die move sap
509	239	191	256	217	30
510	256	191	273	217	30
511	273	191	290	217	30
512	290	191	307	217	30
#die move ngua
513	245	163	261	191	31
514	190	163	206	191	31
515	226	163	242	191	31
516	208	163	224	191	31
#rung sap
581	196	32	214	59	52
582	198	32	214	59	52
583	226	32	244	59	52
584	228	32	244	59	52
#rung ngua
585	41	325	59	352	54
586	43	325	59	352	54
587	12	326	32	353	54
588	14	326	32	353	54

#RED TROOPA
# move right
521	28	67	44	93	52
522	47	66	63	93	52
# move left
523	280	67	296	93	53
524	261	66	277	93	53
# lay prone nam sap
525	198	85	214	120	52
# lay supine nam ngua
526	114	259	130	285	54
# vibrate prone
#527	71	75	89	91	52
# vibrate supine
#528	235	277	253	293	54
