1	2	2	2	2	2	2	2	3	4	5	2	2	2	2	2	2	2	2	2	2	2	3	4	5	2	2	2	2	2	2	2
1	2	2	2	2	2	2	2	6	7	8	9	9	9	9	9	9	9	9	9	9	9	11	7	12	2	2	2	2	2	2	2
1	2	2	2	2	2	2	2	13	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	1	2	2	2	2	2	2	2
1	2	2	2	2	2	2	2	13	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	1	2	2	2	2	2	2	2
1	2	2	2	2	2	2	2	13	9	9	9	9	9	9	9	9	9	9	9	9	1	2	2	2	2	2	2	2	2	2	2
1	2	2	2	2	2	2	2	13	9	9	9	9	9	9	9	9	9	9	9	1	2	2	2	2	2	2	2	2	2	2	2
1	2	2	2	2	2	2	2	13	9	9	9	9	9	9	9	9	9	9	1	2	2	2	2	2	2	2	2	2	2	2	2
1	2	2	2	2	2	2	2	13	9	9	9	9	9	9	9	9	9	1	2	2	2	2	2	2	2	2	2	2	2	2	2
1	2	2	2	2	2	2	2	13	9	9	9	9	9	9	9	9	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2
1	2	2	2	2	2	2	2	13	9	9	9	9	9	9	9	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
